# 全唐诗 + 宋词 的作者名录，来自 chinese-poetry（公有领域原文）。
# works = 上游收录篇数；on_site = 本站已有篇数。用来挑该补谁。
collection	author	works	on_site
唐诗	朱使欣	1	0
唐诗	袁恕己	1	0
唐诗	刘幽求	1	0
唐诗	章玄同	1	0
唐诗	王易从	1	0
唐诗	牛凤及	1	0
唐诗	司马逸客	1	0
唐诗	王绍宗	1	0
唐诗	郑遂初	1	0
唐诗	张楚金	1	0
唐诗	房融	1	0
唐诗	吕太一	1	0
唐诗	郑蜀宾	1	0
唐诗	郭利贞	1	0
唐诗	李澄之	1	0
唐诗	李如璧	1	0
唐诗	洪子舆	1	0
唐诗	寇泚	1	0
唐诗	窦希玠	1	0
唐诗	陆景初	1	0
唐诗	郑南金	1	0
唐诗	李咸	1	0
唐诗	于经野	1	0
唐诗	王景	1	0
唐诗	毕干泰	1	0
唐诗	曲瞻	1	0
唐诗	樊忱	1	0
唐诗	孙佺	1	0
唐诗	李从远	1	0
唐诗	周利用	1	0
唐诗	张景源	1	0
唐诗	李恒	1	0
唐诗	刘升	1	0
唐诗	韦抗	1	0
唐诗	李暠	1	0
唐诗	程行谌	1	0
唐诗	褚秀	1	0
唐诗	裴光庭	1	0
唐诗	宇文融	1	0
唐诗	崔沔	1	0
唐诗	崔尚	1	0
唐诗	房琯	1	0
唐诗	崔禹锡	1	0
唐诗	徐知仁	1	0
唐诗	韩思复	1	0
唐诗	崔颂	1	0
唐诗	孙翃	1	0
唐诗	徐仁友	1	0
唐诗	苏绾	1	0
唐诗	康庭芝	1	0
唐诗	卢崇道	1	0
唐诗	蔡希周	1	0
唐诗	史青	1	0
唐诗	崔珪	1	0
唐诗	厍狄履温	1	0
唐诗	元载	1	0
唐诗	张渐	1	0
唐诗	梁升卿	1	0
唐诗	吴巩	1	0
唐诗	李元操	1	0
唐诗	陶岘	1	0
唐诗	苏替	1	0
唐诗	贺兰暹	1	0
唐诗	傅温	1	0
唐诗	曹戵	1	0
唐诗	陈素风	1	0
唐诗	温达	1	0
唐诗	卢条	1	0
唐诗	崔行检	1	0
唐诗	陈上卿	1	0
唐诗	王干	1	0
唐诗	樊寔	1	0
唐诗	张殷衡	1	0
唐诗	殷穆	1	0
唐诗	解叔禄	1	0
唐诗	石严	1	0
唐诗	张野人	1	0
唐诗	卫填	1	0
唐诗	虞搆	1	0
唐诗	崔幢	1	0
唐诗	李淮	1	0
唐诗	金云卿	1	0
唐诗	杨郁伯	1	0
唐诗	李伯良	1	0
唐诗	林逢	1	0
唐诗	长孙镒	1	0
唐诗	戴寥	1	0
唐诗	豆卢岑	1	0
唐诗	沈宁	1	0
唐诗	李许	1	0
唐诗	顾効古	1	0
唐诗	卢邕	1	0
唐诗	李潭	1	0
唐诗	郑明	1	0
唐诗	王有初	1	0
唐诗	周存孺	1	0
唐诗	张牙	1	0
唐诗	郑师冉	1	0
唐诗	章嶰	1	0
唐诗	崔建	1	0
唐诗	朴昂	1	0
唐诗	郢展	1	0
唐诗	韦振	1	0
唐诗	汉皓	1	0
唐诗	道彦	1	0
唐诗	冀金	1	0
唐诗	子泰	1	0
唐诗	绍伯	1	0
唐诗	郁回	1	0
唐诗	季方	1	0
唐诗	李侍御	1	0
唐诗	陆侍御	1	0
唐诗	卢秀才	1	0
唐诗	真元	1	0
唐诗	真干	1	0
唐诗	久则	1	0
唐诗	去奢	1	0
唐诗	良人	1	0
唐诗	宋休	1	0
唐诗	清闲	1	0
唐诗	灵业	1	0
唐诗	大闲	1	0
唐诗	奉蚌	1	0
唐诗	香儿	1	0
唐诗	杨齐悊	1	0
唐诗	王冷然	1	0
唐诗	梁去惑	1	0
唐诗	房旭	1	0
唐诗	乐仲卿	1	0
唐诗	严嶷	1	0
唐诗	孟婴	1	0
唐诗	□嘉惠	1	0
唐诗	郑韫玉	1	0
唐诗	皇甫斌	1	0
唐诗	桓颙	1	0
唐诗	卢茂钦	1	0
唐诗	沙门日进	1	0
唐诗	王重民辑录，刘修业整理。	1	0
唐诗	王重民	1	0
唐诗	孙望辑录	1	0
唐诗	荣九思	1	0
唐诗	贾言淑	1	0
唐诗	李鹏	1	0
唐诗	王坚	1	0
唐诗	王铉	1	0
唐诗	成公简	1	0
唐诗	李大宝	1	0
唐诗	闾丘均	1	0
唐诗	崔恂	1	0
唐诗	崔文邕	1	0
唐诗	权澈	1	0
唐诗	卢嵩	1	0
唐诗	马珦	1	0
唐诗	徐淮	1	0
唐诗	程序	1	0
唐诗	徐泳	1	0
唐诗	于德晦	1	0
唐诗	吉逾	1	0
唐诗	吉𫘦𬳿	1	0
唐诗	吉播	1	0
唐诗	王益	1	0
唐诗	王潜	1	0
唐诗	胡证	1	0
唐诗	于季友	1	0
唐诗	范的	1	0
唐诗	贾竦	1	0
唐诗	任宇	1	0
唐诗	王謩	1	0
唐诗	魏深	1	0
唐诗	李颜	1	0
唐诗	李𧏖	1	0
唐诗	黄蟾	1	0
唐诗	杨氏	1	0
唐诗	李夷邺	1	0
唐诗	印粲	1	0
唐诗	孟归唐	1	0
唐诗	何蒙	1	0
唐诗	陈曙	1	0
唐诗	颜真卿等	1	0
唐诗	宇文正	1	0
唐诗	仁贞	1	0
唐诗	贞素	1	0
唐诗	法进	1	0
唐诗	远公	1	0
唐诗	天目僧	1	0
唐诗	王仙乔	1	0
唐诗	杨勋	1	0
唐诗	孙望	1	0
唐诗	童养年	1	0
唐诗	李渊	1	0
唐诗	李世民	1	0
唐诗	武曌	1	0
唐诗	左匡政	1	0
唐诗	岑义	1	0
唐诗	王宠	1	0
唐诗	朱佐日	1	0
唐诗	神秀	1	0
唐诗	牛仙客	1	0
唐诗	李𬜪	1	0
唐诗	无际	1	0
唐诗	张九宗	1	0
唐诗	李愬	1	0
唐诗	一钵和尚	1	0
唐诗	杨茂卿	1	0
唐诗	刘乂	1	0
唐诗	贾𫗧	1	0
唐诗	山东野客	1	0
唐诗	广文诸生	1	0
唐诗	罗万象	1	0
唐诗	江全铭	1	0
唐诗	韦曾	1	0
唐诗	韦膺	1	0
唐诗	张毅夫	1	0
唐诗	英才	1	0
唐诗	庄布	1	0
唐诗	李忱	1	0
唐诗	李寿朋	1	0
唐诗	韩续	1	0
唐诗	敬相	1	0
唐诗	李漼	1	0
唐诗	路岩	1	0
唐诗	崔锜	1	0
唐诗	韩喜	1	0
唐诗	张彦修〖1〗	1	0
唐诗	清尚〖1〗	1	0
唐诗	清澜	1	0
唐诗	唐朝美	1	0
唐诗	李度	1	0
唐诗	独孤贞节	1	0
唐诗	福全	1	0
唐诗	杨溥	1	0
唐诗	李璟	1	0
唐诗	成文干	1	0
唐诗	皇甫继勋	1	0
唐诗	危仔昌	1	0
唐诗	谦明	1	0
唐诗	钱弘偡	1	0
唐诗	屠环智	1	0
唐诗	韦谦	1	0
唐诗	陈长官	1	0
唐诗	蒲禹卿	1	0
唐诗	卢诰	1	0
唐诗	马彦珪	1	0
唐诗	拓善	1	0
唐诗	郑云从	1	0
唐诗	向瓒	1	0
唐诗	勾龙逢	1	0
唐诗	杜仁杰	1	0
唐诗	勾令玄	1	0
唐诗	宋自然	1	0
唐诗	慈觉	1	0
唐诗	村寺僧	1	0
唐诗	王承旨	1	0
唐诗	石仲元	1	0
唐诗	陈谊	1	0
唐诗	胡擢	1	0
唐诗	栖岩	1	0
唐诗	卖药道人	1	0
唐诗	赵节	1	0
唐诗	史维翰	1	0
唐诗	李渭	1	0
唐诗	李钦止	1	0
唐诗	施逵	1	0
唐诗	清远居士	1	0
唐诗	杨禹珪	1	0
唐诗	厉翼	1	0
唐诗	郑详	1	0
唐诗	魏证	1	0
唐诗	觉隐	1	0
唐诗	嗜酒道人	1	0
唐诗	虞臯	1	0
唐诗	宁化九龙进士	1	0
唐诗	晁衡	1	0
唐诗	陆搢	1	0
唐诗	郑元璹	1	0
唐诗	高士廉	1	0
唐诗	郑仁轨	1	0
唐诗	李靖	1	0
唐诗	李君武	1	0
唐诗	王威德	1	0
唐诗	贾元逊	1	0
唐诗	薛开府	1	0
唐诗	张后胤	1	0
唐诗	萧钧	1	0
唐诗	静泰	1	0
唐诗	玄逵	1	0
唐诗	明解	1	0
唐诗	张敬之	1	0
唐诗	李元礼	1	0
唐诗	窥基	1	0
唐诗	江满昌	1	0
唐诗	韦敬辨	1	0
唐诗	高智周	1	0
唐诗	颜曹	1	0
唐诗	释岸	1	0
唐诗	刘仁轨	1	0
唐诗	赵元淑	1	0
唐诗	仁俭	1	0
唐诗	苏焜	1	0
唐诗	权龙襄	1	0
唐诗	复礼	1	0
唐诗	法达	1	0
唐诗	万回	1	0
唐诗	高迈	1	0
唐诗	刘处约	1	0
唐诗	张栖贞	1	0
唐诗	玄觉	1	0
唐诗	昙伦	1	0
唐诗	法海	1	0
唐诗	韦希损	1	0
唐诗	道慈	1	0
唐诗	□同	1	0
唐诗	冯□原	1	0
唐诗	□冯	1	0
唐诗	杨潜	1	0
唐诗	黄土县尉	1	0
唐诗	雍州率□□□	1	0
唐诗	孙□	1	0
唐诗	朱评之	1	0
唐诗	白履忠	1	0
唐诗	开元儒士	1	0
唐诗	邢□	1	0
唐诗	怀玉	1	0
唐诗	张彦雄	1	0
唐诗	王瑀	1	0
唐诗	王濬	1	0
唐诗	李彦和	1	0
唐诗	胡嘉鄢	1	0
唐诗	张博望	1	0
唐诗	张绰	1	0
唐诗	韩宗	1	0
唐诗	韩倩	1	0
唐诗	郭慎微	1	0
唐诗	梁涉	1	0
唐诗	韦坚	1	0
唐诗	李瓘	1	0
唐诗	杜昆吾	1	0
唐诗	何千里	1	0
唐诗	李岩	1	0
唐诗	郭虚己	1	0
唐诗	李璆	1	0
唐诗	康珽	1	0
唐诗	范液	1	0
唐诗	李解	1	0
唐诗	娄玄颖	1	0
唐诗	韦斌	1	0
唐诗	崔玄真	1	0
唐诗	许远	1	0
唐诗	赵昂	1	0
唐诗	王志安	1	0
唐诗	苏㝢	1	0
唐诗	严向	1	0
唐诗	□钊	1	0
唐诗	太易	1	0
唐诗	于休烈	1	0
唐诗	杜寂	1	0
唐诗	应真	1	0
唐诗	任公叔	1	0
唐诗	崔载华	1	0
唐诗	王绶	1	0
唐诗	杨员外	1	0
唐诗	严氏	1	0
唐诗	胡运	1	0
唐诗	崔公辅	1	0
唐诗	姜窈窕	1	0
唐诗	杨华	1	0
唐诗	大同济禅师	1	0
唐诗	姚明敭	1	0
唐诗	裴延龄	1	0
唐诗	德宗皇帝李适	1	0
唐诗	郑儋	1	0
唐诗	张崇杰	1	0
唐诗	红螺山和尚	1	0
唐诗	李觐	1	0
唐诗	陆质	1	0
唐诗	澄观	1	0
唐诗	吴𫖮	1	0
唐诗	孟光	1	0
唐诗	毛涣	1	0
唐诗	崔謩	1	0
唐诗	全济时	1	0
唐诗	许兰	1	0
唐诗	幻梦	1	0
唐诗	林晕	1	0
唐诗	阳城	1	0
唐诗	苏州刺史	1	0
唐诗	朱少端	1	0
唐诗	昙靖	1	0
唐诗	鸿渐	1	0
唐诗	郑壬	1	0
唐诗	余鼎	1	0
唐诗	汪仲阳	1	0
唐诗	薛巽	1	0
唐诗	王承邺	1	0
唐诗	齐推	1	0
唐诗	刘伯翁	1	0
唐诗	隐峰	1	0
唐诗	无了	1	0
唐诗	粲和尚	1	0
唐诗	郭通	1	0
唐诗	怀信	1	0
唐诗	灵默	1	0
唐诗	苏溪和尚	1	0
唐诗	新罗僧	1	0
唐诗	慧藏	1	0
唐诗	大颠	1	0
唐诗	薛苹	1	0
唐诗	崔词	1	0
唐诗	伏牛小师	1	0
唐诗	韦贯之	1	0
唐诗	柳登	1	0
唐诗	李头陀	1	0
唐诗	李谔	1	0
唐诗	徐元弼	1	0
唐诗	陈谏	1	0
唐诗	法藏	1	0
唐诗	卫中行	1	0
唐诗	次休	1	0
唐诗	孔仲良	1	0
唐诗	李敬彝	1	0
唐诗	彭城	1	0
唐诗	惟俨	1	0
唐诗	直言	1	0
唐诗	崔岐	1	0
唐诗	吕让	1	0
唐诗	普愿	1	0
唐诗	性空	1	0
唐诗	鉴空	1	0
唐诗	齐安和尚	1	0
唐诗	神赞	1	0
唐诗	公畿和尚	1	0
唐诗	李翺	1	0
唐诗	郑居中	1	0
唐诗	开成朝士	1	0
唐诗	萧膺	1	0
唐诗	李滂	1	0
唐诗	裴丹	1	0
唐诗	宜春头陀	1	0
唐诗	道常	1	0
唐诗	愚公谷人	1	0
唐诗	僧初	1	0
唐诗	吴二娘	1	0
唐诗	陈商	1	0
唐诗	崔□	1	0
唐诗	李珏	1	0
唐诗	淮南幕吏	1	0
唐诗	灵祐	1	0
唐诗	杨宇	1	0
唐诗	清越	1	0
唐诗	轩辕集	1	0
唐诗	圆鉴	1	0
唐诗	彦楚	1	0
唐诗	子言	1	0
唐诗	建初	1	0
唐诗	太奉	1	0
唐诗	有孚	1	0
唐诗	辨章	1	0
唐诗	悟真	1	0
唐诗	李节	1	0
唐诗	道吾和尚	1	0
唐诗	毕诚	1	0
唐诗	师复	1	0
唐诗	某大德	1	0
唐诗	凌行婆	1	0
唐诗	郑玘	1	0
唐诗	道允	1	0
唐诗	师虔	1	0
唐诗	京师小子弟	1	0
唐诗	李罕	1	0
唐诗	王□	1	0
唐诗	从朗	1	0
唐诗	张晔	1	0
唐诗	孔纾	1	0
唐诗	潘炜	1	0
唐诗	李庾	1	0
唐诗	道朗	1	0
唐诗	章碣	1	0
唐诗	李达	1	0
唐诗	休静	1	0
唐诗	寰普	1	0
唐诗	谬独一	1	0
唐诗	张白醪	1	0
唐诗	全豁	1	0
唐诗	郑殷彝	1	0
唐诗	濮阳人	1	0
唐诗	崔渥	1	0
唐诗	郑昌图	1	0
唐诗	吴杰	1	0
唐诗	张拙	1	0
唐诗	尔朱翺	1	0
唐诗	陈岩	1	0
唐诗	刘松	1	0
唐诗	令超	1	0
唐诗	文喜	1	0
唐诗	本空	1	0
唐诗	志闲	1	0
唐诗	张瑜	1	0
唐诗	欧阳董	1	0
唐诗	归耕子	1	0
唐诗	李慎微	1	0
唐诗	崔远	1	0
唐诗	吴璋	1	0
唐诗	处真	1	0
唐诗	匡慧	1	0
唐诗	黄台	1	0
唐诗	张咸	1	0
唐诗	𬤇禅师	1	0
唐诗	狄常侍	1	0
唐诗	王舆	1	0
唐诗	通真道人	1	0
唐诗	张文彻	1	0
唐诗	黄匪躬	1	0
唐诗	郑郎中	1	0
唐诗	韦说	1	0
唐诗	郄殷象	1	0
唐诗	后唐厨官	1	0
唐诗	王思同	1	0
唐诗	宇文翰	1	0
唐诗	任赞	1	0
唐诗	陶敞	1	0
唐诗	胡徽	1	0
唐诗	张休	1	0
唐诗	张盈润	1	0
唐诗	杜四郎	1	0
唐诗	烟萝子	1	0
唐诗	苏允平	1	0
唐诗	贾纬	1	0
唐诗	同州判官	1	0
唐诗	五代外镇官	1	0
唐诗	智晖	1	0
唐诗	李沼	1	0
唐诗	法觐	1	0
唐诗	延禅师	1	0
唐诗	窦俨	1	0
唐诗	游士藻	1	0
唐诗	刘东叔	1	0
唐诗	梓潼双灯寺僧	1	0
唐诗	谢调	1	0
唐诗	薛熊	1	0
唐诗	符昭远	1	0
唐诗	李善宁之子	1	0
唐诗	方为	1	0
唐诗	陶彝之	1	0
唐诗	欧阳持	1	0
唐诗	彦光	1	0
唐诗	金昌宗	1	0
唐诗	齐己　牟儒	1	0
唐诗	善道	1	0
唐诗	李□	1	0
唐诗	法满	1	0
唐诗	毛大仙	1	0
唐诗	隐微	1	0
唐诗	相里宗	1	0
唐诗	志端	1	0
唐诗	宝津	1	0
唐诗	可勋	1	0
唐诗	开宝中江南叟	1	0
唐诗	赵晟	1	0
唐诗	包颖	1	0
唐诗	唐镐	1	0
唐诗	徐熙	1	0
唐诗	任右元	1	0
唐诗	江直木	1	0
唐诗	查元方	1	0
唐诗	杨文郁	1	0
唐诗	李明	1	0
唐诗	乐史	1	0
唐诗	李从谦	1	0
唐诗	杜棱	1	0
唐诗	蒋宗简	1	0
唐诗	重恽	1	0
唐诗	钱朗	1	0
唐诗	重机	1	0
唐诗	师静	1	0
唐诗	义昭	1	0
唐诗	神禄	1	0
唐诗	钱元㺷	1	0
唐诗	灵照	1	0
唐诗	措多	1	0
唐诗	钱弘儇	1	0
唐诗	吴党	1	0
唐诗	德韶	1	0
唐诗	永安	1	0
唐诗	契从	1	0
唐诗	瑜禅师	1	0
唐诗	保初	1	0
唐诗	范赞时	1	0
唐诗	钱师悦	1	0
唐诗	江景防	1	0
唐诗	遇臻	1	0
唐诗	洪寿	1	0
唐诗	黄夷简	1	0
唐诗	志懃	1	0
唐诗	从范	1	0
唐诗	普闻	1	0
唐诗	晖和尚	1	0
唐诗	光云	1	0
唐诗	严禅师	1	0
唐诗	黄子棱	1	0
唐诗	定御	1	0
唐诗	韦添	1	0
唐诗	陈致雍	1	0
唐诗	守安	1	0
唐诗	廖匡齐	1	0
唐诗	何景山	1	0
唐诗	张仲达	1	0
唐诗	廖处士	1	0
唐诗	启柔	1	0
唐诗	丰禅师	1	0
唐诗	郁山主	1	0
唐诗	云端和尚	1	0
唐诗	璘禅师	1	0
唐诗	道寻	1	0
唐诗	林楚材	1	0
唐诗	智寂	1	0
唐诗	朗上座	1	0
唐诗	孙光宪同寮	1	0
唐诗	慧坚	1	0
唐诗	李简	1	0
唐诗	王家乐	1	0
唐诗	郑奕	1	0
唐诗	掌聿修	1	0
唐诗	田淳	1	0
唐诗	李仁悦	1	0
唐诗	孟昶	1	0
唐诗	王处厚	1	0
唐诗	周□	1	0
唐诗	灵岩	1	0
唐诗	于观文	1	0
唐诗	牛承直	1	0
唐诗	王肱	1	0
唐诗	王国华	1	0
唐诗	元昉	1	0
唐诗	元□□	1	0
唐诗	毛熙圣	1	0
唐诗	史君宝	1	0
唐诗	司马□	1	0
唐诗	江津	1	0
唐诗	存初公	1	0
唐诗	李驿	1	0
唐诗	李昌遇	1	0
唐诗	李思聪	1	0
唐诗	李善美	1	0
唐诗	李嘉运	1	0
唐诗	李主簿	1	0
唐诗	李端公	1	0
唐诗	林铎	1	0
唐诗	林先辈	1	0
唐诗	孟安序	1	0
唐诗	周源	1	0
唐诗	季仲砥	1	0
唐诗	尚隆之　吴永素	1	0
唐诗	范崇	1	0
唐诗	范洒心	1	0
唐诗	高瀛	1	0
唐诗	孙誧	1	0
唐诗	康道	1	0
唐诗	晁祖道	1	0
唐诗	徐矩	1	0
唐诗	徐魁	1	0
唐诗	章导	1	0
唐诗	许古	1	0
唐诗	许晏	1	0
唐诗	淑徳郡主	1	0
唐诗	张承福	1	0
唐诗	张彦胜	1	0
唐诗	陈充	1	0
唐诗	陈端	1	0
唐诗	陈嘉	1	0
唐诗	陈文弼	1	0
唐诗	陶令君	1	0
唐诗	崔元明	1	0
唐诗	曾扈	1	0
唐诗	贺兰遂	1	0
唐诗	杨明	1	0
唐诗	杨邺	1	0
唐诗	杨少阳	1	0
唐诗	齐𫖮	1	0
唐诗	邓廷闻	1	0
唐诗	赵林	1	0
唐诗	裴极	1	0
唐诗	裴相公	1	0
唐诗	刘珃	1	0
唐诗	欧阳皓	1	0
唐诗	郑在德	1	0
唐诗	戴光乂	1	0
唐诗	萧沼	1	0
唐诗	萧铎	1	0
唐诗	萧辟	1	0
唐诗	钱叔献	1	0
唐诗	曹真人	1	0
唐诗	徐真君	1	0
唐诗	彭真君	1	0
唐诗	贺兰求	1	0
唐诗	董大仙	1	0
唐诗	逸人不顾	1	0
唐诗	芒鞵道人	1	0
唐诗	大宗	1	0
唐诗	南粤	1	0
唐诗	惠敏	1	0
唐诗	惠𫖮	1	0
唐诗	僧可	1	0
唐诗	德最	1	0
唐诗	慧集法师	1	0
唐诗	朱彦时	1	0
唐诗	阴真君	1	0
唐诗	葛玄	1	0
唐诗	刘思真	1	0
唐诗	戴良	1	0
唐诗	赵骅	1	0
唐诗	崔亘	1	0
唐诗	杨颜	1	0
唐诗	王岳灵	1	0
唐诗	周万	1	0
唐诗	张抃	1	0
唐诗	闾丘晓	1	0
唐诗	庾光先	1	0
唐诗	杨志坚	1	0
唐诗	孟彦深	1	0
唐诗	柳浑	1	0
唐诗	杜俨	1	0
宋词	无名氏	1568	0
宋词	辛弃疾	629	0
宋词	苏轼	362	0
宋词	刘辰翁	354	0
宋词	吴文英	341	0
宋词	赵长卿	339	0
宋词	张炎	302	0
宋词	贺铸	282	0
宋词	刘克庄	269	0
宋词	晏几道	260	0
宋词	吴潜	256	0
宋词	朱敦儒	246	0
宋词	欧阳修	242	0
宋词	张孝祥	224	0
宋词	柳永	213	212
宋词	陈允平	209	0
宋词	毛滂	204	0
宋词	李曾伯	202	0
宋词	韩淲	197	0
宋词	黄庭坚	192	0
宋词	魏了翁	189	0
宋词	周邦彦	186	0
宋词	王之道	186	0
宋词	张元干	185	0
宋词	曹勋	183	0
宋词	史浩	182	0
宋词	杨无咎	177	0
宋词	向子𬤇	176	0
宋词	蔡伸	175	0
宋词	晁补之	167	0
宋词	张先	165	165
宋词	赵彦端	158	0
宋词	程垓	157	0
宋词	周紫芝	156	0
宋词	石孝友	154	0
宋词	赵师侠	154	0
宋词	周密	153	0
宋词	陆游	145	0
宋词	晁端礼	142	0
宋词	晏殊	140	77
宋词	葛长庚	135	0
宋词	吕渭老	134	0
宋词	洪适	134	0
宋词	郭应祥	129	0
宋词	陈著	122	0
宋词	张抡	122	0
宋词	仇远	120	0
宋词	范成大	113	0
宋词	史达祖	112	0
宋词	高观国	108	0
宋词	曾觌	104	0
宋词	叶梦得	103	0
宋词	蒋捷	99	0
宋词	袁去华	99	0
宋词	李之仪	96	0
宋词	卢祖皋	96	0
宋词	黄机	96	0
宋词	侯置	96	0
宋词	方千里	93	0
宋词	吕胜己	92	0
宋词	杨泽民	91	0
宋词	沈瀛	90	0
宋词	秦观	90	0
宋词	姜夔	87	0
宋词	杜安世	84	0
宋词	葛胜仲	82	0
宋词	韩元吉	82	0
宋词	李弥逊	82	0
宋词	丘崈	81	0
宋词	方岳	79	0
宋词	刘过	78	0
宋词	王质	74	0
宋词	陈亮	74	0
宋词	仲殊	73	0
宋词	王千秋	73	0
宋词	陈三聘	72	0
宋词	姚述尧2	69	0
宋词	汪莘	68	0
宋词	赵以夫	68	0
宋词	王沂孙	68	0
宋词	管鉴	68	0
宋词	陈德武	65	0
宋词	卢炳	63	0
宋词	曹冠	63	0
宋词	张矩	62	0
宋词	谢逸	62	0
宋词	张镃	59	0
宋词	汪元量	58	0
宋词	张继先	56	0
宋词	陈克	55	0
宋词	王安中	55	0
宋词	陈师道	54	0
宋词	李纲	54	0
宋词	黄裳	53	0
宋词	王炎2	52	0
宋词	李清照	52	0
宋词	舒亶	51	0
宋词	赵善括	49	0
宋词	黄人杰	48	0
宋词	李处全	47	0
宋词	何梦桂	47	0
宋词	程大昌	47	0
宋词	戴复古	46	0
宋词	邓肃	46	0
宋词	沈端节	45	0
宋词	赵鼎	45	0
宋词	洪咨夔	44	0
宋词	张辑	44	0
宋词	程珌	43	0
宋词	京镗	43	0
宋词	王庭珪	43	0
宋词	康与之	43	0
宋词	刘一止	42	0
宋词	毛并	42	0
宋词	林正大	41	0
宋词	廖行之	41	0
宋词	黄升	39	0
宋词	吴则礼	39	0
宋词	李石	39	0
宋词	葛立方	39	0
宋词	杨炎正	38	0
宋词	刘学箕	38	0
宋词	向	38	0
宋词	赵令畤	38	0
宋词	吴泳	37	0
宋词	曹组	37	0
宋词	杨冠卿	36	0
宋词	张纲	35	0
宋词	仲并	35	0
宋词	倪偁	33	0
宋词	姚勉	32	0
宋词	黎廷瑞	32	0
宋词	王以宁	32	0
宋词	张	31	0
宋词	刘仙伦	31	0
宋词	陈人杰	31	0
宋词	赵文	31	0
宋词	严仁	30	0
宋词	夏元鼎	30	0
宋词	李昴英	30	0
宋词	王义山	30	0
宋词	刘埙	30	0
宋词	黄公绍	30	0
宋词	葛郯	30	0
宋词	王安石	29	0
宋词	王观	29	0
宋词	马子严	29	0
宋词	万俟咏	29	0
宋词	吴儆	29	0
宋词	韩玉	28	0
宋词	张伯端	27	0
宋词	王奕	27	0
宋词	赵必□	27	0
宋词	吕本中	27	0
宋词	刘镇2	26	0
宋词	王之望	26	0
宋词	朱淑真	25	0
宋词	李流谦	25	0
宋词	冯取洽	24	0
宋词	萧廷之	24	0
宋词	陈瓘	24	0
宋词	苏庠	23	0
宋词	宋先生	22	0
宋词	李彭老	22	0
宋词	沈蔚	22	0
宋词	刘将孙	21	0
宋词	姜特立	21	0
宋词	惠洪	21	0
宋词	洪皓	21	0
宋词	王灼	21	0
宋词	吴礼之	20	0
宋词	可旻	20	0
宋词	赵崇嶓	20	0
宋词	许棐	20	0
宋词	翁元龙	20	0
宋词	彭元逊	20	0
宋词	王十朋	20	0
宋词	朱雍	20	0
宋词	朱熹	19	0
宋词	王迈	19	0
宋词	刘子寰	19	0
宋词	米友仁	19	0
宋词	王诜	18	0
宋词	蒲寿宬	18	0
宋词	华岳	18	0
宋词	赵希蓬	18	0
宋词	陈与义	18	0
宋词	李吕	18	0
宋词	李莱老	17	0
宋词	米芾	17	0
宋词	谢薖	17	0
宋词	赵子发	17	0
宋词	徐俯	17	0
宋词	周必大	17	0
宋词	洪瑹	16	0
宋词	赵老	16	0
宋词	晁冲之	16	0
宋词	胡铨	16	0
宋词	李廷忠	15	0
宋词	吕岩	15	0
宋词	赵构	15	0
宋词	黄公度	15	0
宋词	魏夫人	14	0
宋词	赵善扛	14	0
宋词	俞国宝	14	0
宋词	李好古1	14	0
宋词	赵闻礼	14	0
宋词	谢懋	14	0
宋词	曾	14	0
宋词	李光	14	0
宋词	赵佶	14	0
宋词	李祁	14	0
宋词	曾协	14	0
宋词	王琪	13	0
宋词	汪	13	0
宋词	利登	13	0
宋词	柴望	13	0
宋词	胡翼龙	13	0
宋词	谭宣子	13	0
宋词	邓剡	13	0
宋词	詹玉	13	0
宋词	莫将	13	0
宋词	冯时行	13	0
宋词	徐鹿卿	12	0
宋词	净圆	12	0
宋词	张枢	12	0
宋词	李邴	12	0
宋词	刘焘	12	0
宋词	郑仅	12	0
宋词	王采	12	0
宋词	董颖	12	0
宋词	高登	12	0
宋词	潘阆	11	11
宋词	韦骧	11	0
宋词	李洪	11	0
宋词	林淳	11	0
宋词	刘光祖	11	0
宋词	郑域	11	0
宋词	陈楠	11	0
宋词	李刘	11	0
宋词	孙惟信	11	0
宋词	赵孟坚	11	0
宋词	卫宗武	11	0
宋词	李壁	10	0
宋词	李从周	10	0
宋词	奚岊	10	0
宋词	陈造	10	0
宋词	李彭	10	0
宋词	李鼐	10	0
宋词	李子正	10	0
宋词	陈朴	9	0
宋词	周端臣	9	0
宋词	章谦亨	9	0
宋词	汤恢	9	0
宋词	牟𪩘	9	0
宋词	赵汝	9	0
宋词	姚云文	9	0
宋词	程节斋	9	0
宋词	曾纡	9	0
宋词	巫山神女	9	0
宋词	李元膺	9	0
宋词	李甲	9	0
宋词	张耒	9	0
宋词	薛式	9	0
宋词	曾布	8	0
宋词	王齐愈	8	0
宋词	杨万里	8	0
宋词	张孝忠	8	0
宋词	孙居敬	8	0
宋词	岳珂	8	0
宋词	楼采	8	0
宋词	颜奎	8	0
宋词	文天祥	8	0
宋词	赵功可	8	0
宋词	柴元彪	8	0
宋词	宝月	8	0
宋词	李朝卿	8	0
宋词	胡文卿	8	0
宋词	刘弇	8	0
宋词	梅窗	8	0
宋词	孙道绚	8	0
宋词	寇准	7	6
宋词	宋祁	7	0
宋词	沈唐	7	0
宋词	韩维	7	0
宋词	王	7	0
宋词	王仲甫	7	0
宋词	刘翰	7	0
宋词	薛师石	7	0
宋词	卓田	7	0
宋词	宋自逊	7	0
宋词	王谌	7	0
宋词	李演	7	0
宋词	王易简	7	0
宋词	罗志仁	7	0
宋词	陈深	7	0
